Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,25.0,ROC,NBA,SG,49.0,,,1.5,3.7,0.404,0.7,1.0,0.723,,0.6,0.7,3.7
1950-51,26.0,ROC,NBA,SG,65.0,,,1.6,4.8,0.339,1.1,1.6,0.686,1.3,1.0,1.3,4.3
1951-52,27.0,TOT,NBA,SG,64.0,,23.1,2.5,6.8,0.36,1.9,2.4,0.778,2.6,2.3,1.9,6.8
1951-52,27.0,BLB,NBA,SG,39.0,,18.5,2.2,6.4,0.339,1.2,1.5,0.8,2.2,2.0,1.4,5.6
1951-52,27.0,MNL,NBA,SG,25.0,,30.4,2.9,7.4,0.389,2.8,3.7,0.763,3.2,2.7,2.6,8.6
1952-53,28.0,MNL,NBA,SG,70.0,,25.7,2.7,6.7,0.397,2.0,2.9,0.71,2.0,1.6,2.5,7.4
1953-54,29.0,MNL,NBA,SG,71.0,,25.4,2.3,6.6,0.347,1.8,2.4,0.753,2.2,2.0,2.1,6.4
1954-55,30.0,MLH,NBA,SG,65.0,,17.5,1.5,4.7,0.317,1.5,1.9,0.772,2.1,1.6,1.9,4.4
Career,,,NBA,,384.0,,23.0,2.0,5.7,0.36,1.5,2.1,0.739,2.0,1.6,1.8,5.6
,,,,,,,,,,,,,,,,,
3 seasons,,MNL,NBA,,166.0,,26.3,2.5,6.8,0.375,2.1,2.8,0.737,2.3,1.9,2.3,7.1
2 seasons,,ROC,NBA,,114.0,,,1.6,4.3,0.363,0.9,1.3,0.697,1.3,0.8,1.0,4.1
1 season,,MLH,NBA,,65.0,,17.5,1.5,4.7,0.317,1.5,1.9,0.772,2.1,1.6,1.9,4.4
1 season,,BLB,NBA,,39.0,,18.5,2.2,6.4,0.339,1.2,1.5,0.8,2.2,2.0,1.4,5.6
