Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,24.0,PHW,BAA,PG,58,,,2.4,9.2,0.267,1.4,2.1,0.661,,0.6,1.4,6.3
1947-48,25.0,PHW,BAA,PG,47,,,3.4,12.1,0.277,2.1,3.1,0.667,,1.1,1.9,8.8
1948-49,26.0,PHW,BAA,PG,60,,,2.3,8.6,0.267,1.9,2.5,0.73,,3.9,2.2,6.5
1949-50,27.0,PHW,NBA,PG,68,,,3.3,10.4,0.32,2.3,3.3,0.704,,3.9,2.4,9.0
1950-51,28.0,PHW,NBA,PG,65,,,3.8,10.8,0.354,2.8,3.7,0.761,5.0,5.3,2.2,10.4
1951-52,29.0,PHW,NBA,PG,57,,33.8,2.9,8.0,0.361,2.6,3.4,0.753,4.1,4.9,2.2,8.3
1952-53,30.0,PHW,NBA,PG,69,,33.9,2.3,7.0,0.33,1.3,2.1,0.637,3.7,3.8,2.4,6.0
1953-54,31.0,PHW,NBA,PG,58,,13.3,0.7,2.1,0.345,0.5,0.9,0.547,1.1,1.4,1.4,1.9
Career,,,TOT,,482,,27.3,2.7,8.5,0.313,1.9,2.6,0.702,3.5,3.2,2.0,7.2
,,,NBA,,317,,27.3,2.7,7.8,0.34,1.9,2.7,0.71,3.5,3.9,2.1,7.2
,,,BAA,,165,,,2.7,9.8,0.271,1.8,2.6,0.688,,1.9,1.9,7.1
