Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1970-71,24.0,PTC,ABA,,11,,10.2,0.7,2.0,0.364,0.0,0.0,,0.7,2.0,0.364,0.364,0.7,1.5,0.471,1.0,2.6,3.6,0.2,0.8,1.5,2.2
Career,,,ABA,,11,,10.2,0.7,2.0,0.364,0.0,0.0,,0.7,2.0,0.364,0.364,0.7,1.5,0.471,1.0,2.6,3.6,0.2,0.8,1.5,2.2
