Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1957-58,23.0,PHW,NBA,PF,71,,33.5,5.5,15.2,.360,1.9,3.1,.615,10.3,0.8,3.5,12.8
1958-59,24.0,PHW,NBA,C,72,,38.1,7.0,19.2,.363,1.5,2.4,.625,11.5,1.0,3.8,15.4
1959-60,25.0,PHW,NBA,PF,71,,26.0,4.6,13.7,.334,0.8,1.5,.534,6.3,1.6,2.9,9.9
1960-61,26.0,STL,NBA,PF,69,,21.6,3.3,11.1,.299,0.8,1.4,.560,7.1,1.1,2.9,7.5
1961-62,27.0,TOT,NBA,PF,63,,28.0,4.7,13.8,.343,1.3,2.0,.642,8.5,1.4,2.8,10.7
1961-62,27.0,STL,NBA,PF,14,,20.8,2.9,8.7,.336,1.4,2.1,.655,5.1,0.9,1.6,7.2
1961-62,27.0,CHP,NBA,PF,49,,30.1,5.2,15.2,.344,1.2,1.9,.638,9.5,1.6,3.2,11.7
1962-63,28.0,TOT,NBA,PF,77,,26.4,4.8,12.5,.379,1.4,2.1,.656,5.8,1.0,3.0,10.9
1962-63,28.0,CHZ,NBA,,54,,30.8,5.6,14.7,.384,1.6,2.4,.685,6.8,1.2,3.2,12.9
1962-63,28.0,STL,NBA,PF,23,,16.1,2.7,7.6,.356,0.8,1.4,.545,3.5,0.5,2.6,6.2
1963-64,29.0,Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired)
1964-65,30.0,Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired)
1965-66,31.0,BOS,NBA,PF,39,,13.6,2.1,6.4,.321,0.3,0.6,.500,3.6,0.4,2.4,4.4
Career,,,NBA,,462,,27.7,4.7,13.6,.348,1.2,2.0,.610,7.8,1.1,3.1,10.7
,,,,,,,,,,,,,,,,,
3 seasons,,PHW,NBA,,214,,32.6,5.7,16.1,.354,1.4,2.3,.602,9.4,1.1,3.4,12.8
3 seasons,,STL,NBA,,106,,20.3,3.1,10.0,.313,0.9,1.5,.574,6.1,0.9,2.6,7.2
2 seasons,,"CHP,CHZ",NBA,,103,,30.5,5.4,14.9,.365,1.4,2.2,.665,8.1,1.4,3.2,12.3
1 season,,BOS,NBA,,39,,13.6,2.1,6.4,.321,0.3,0.6,.500,3.6,0.4,2.4,4.4
