Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,24.0,CHS,BAA,,60.0,,,3.1,9.8,0.314,1.2,2.2,0.546,,1.1,2.6,7.3
1947-48,25.0,CHS,BAA,,48.0,,,2.4,7.9,0.297,1.5,2.2,0.695,,1.9,2.2,6.2
1948-49,26.0,BOS,BAA,,58.0,,,2.6,8.4,0.314,2.6,3.8,0.689,,3.9,3.4,7.9
1949-50,27.0,BOS,NBA,,65.0,,,1.3,4.4,0.3,2.2,2.9,0.755,,3.8,2.4,4.8
Career,,,TOT,,231.0,,,2.3,7.5,0.308,1.9,2.8,0.681,,2.7,2.6,6.5
,,,BAA,,166.0,,,2.7,8.8,0.309,1.8,2.7,0.65,,2.3,2.7,7.2
,,,NBA,,65.0,,,1.3,4.4,0.3,2.2,2.9,0.755,,3.8,2.4,4.8
,,,,,,,,,,,,,,,,,
2 seasons,,BOS,BAA,,123.0,,,1.9,6.3,0.309,2.4,3.3,0.72,,3.9,2.8,6.3
2 seasons,,CHS,BAA,,108.0,,,2.8,9.0,0.307,1.3,2.2,0.613,,1.4,2.4,6.8
