Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1977-78,23.0,CHI,NBA,SF,64.0,,10.9,1.9,4.1,0.454,0.6,0.9,0.661,1.0,1.0,2.0,0.7,0.2,0.0,0.7,1.1,4.3
1978-79,24.0,TOT,NBA,SF,42.0,,6.6,0.9,1.8,0.474,0.5,0.8,0.588,0.6,0.5,1.1,0.5,0.2,0.0,0.6,0.6,2.2
1978-79,24.0,CHI,NBA,SF,22.0,,9.2,1.1,2.3,0.471,0.5,0.9,0.632,0.7,0.5,1.3,0.7,0.2,0.0,1.0,0.7,2.7
1978-79,24.0,DET,NBA,SF,20.0,,3.8,0.6,1.3,0.48,0.4,0.8,0.533,0.5,0.5,1.0,0.2,0.2,0.1,0.2,0.5,1.6
Career,,,NBA,,106.0,,9.2,1.5,3.2,0.459,0.5,0.8,0.633,0.9,0.8,1.7,0.6,0.2,0.0,0.7,0.9,3.5
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CHI,NBA,,86.0,,10.5,1.7,3.6,0.457,0.6,0.9,0.653,1.0,0.9,1.8,0.7,0.2,0.0,0.8,1.0,3.9
1 season,,DET,NBA,,20.0,,3.8,0.6,1.3,0.48,0.4,0.8,0.533,0.5,0.5,1.0,0.2,0.2,0.1,0.2,0.5,1.6
