Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,26.0,CLR,BAA,,58.0,,,3.9,12.8,0.309,2.1,3.4,0.595,,2.3,3.1,9.9
1947-48,27.0,TOT,BAA,,44.0,,,4.7,15.7,0.3,2.5,3.6,0.692,,1.3,3.7,11.9
1947-48,27.0,CHS,BAA,,1.0,,,0.0,3.0,0.0,0.0,0.0,,,0.0,1.0,0.0
1947-48,27.0,PHW,BAA,,2.0,,,1.0,1.5,0.667,0.0,0.0,,,0.0,2.0,2.0
1947-48,27.0,PRO,BAA,,41.0,,,5.0,16.7,0.3,2.7,3.9,0.692,,1.4,3.8,12.7
1948-49,28.0,PRO,BAA,,57.0,,,5.4,15.9,0.341,4.9,6.4,0.766,,3.7,4.2,15.8
1949-50,29.0,DNN,NBA,,57.0,,,5.8,16.6,0.349,5.8,8.0,0.721,,4.0,4.2,17.3
1950-51,30.0,TOT,NBA,,60.0,,,3.0,8.9,0.34,2.2,3.0,0.728,2.0,2.5,3.3,8.2
1950-51,30.0,BOS,NBA,,10.0,,,0.4,2.5,0.16,1.0,1.6,0.625,0.3,0.8,1.4,1.8
1950-51,30.0,BLB,NBA,,50.0,,,3.5,10.2,0.348,2.4,3.3,0.738,2.3,2.8,3.6,9.5
Career,,,TOT,,276.0,,,4.5,13.8,0.329,3.5,4.9,0.712,2.0,2.8,3.7,12.6
,,,BAA,,159.0,,,4.7,14.7,0.319,3.2,4.6,0.702,,2.5,3.6,12.6
,,,NBA,,117.0,,,4.4,12.6,0.345,3.9,5.4,0.723,2.0,3.2,3.7,12.6
,,,,,,,,,,,,,,,,,
2 seasons,,PRO,BAA,,98.0,,,5.2,16.2,0.323,4.0,5.4,0.743,,2.7,4.0,14.5
1 season,,CLR,BAA,,58.0,,,3.9,12.8,0.309,2.1,3.4,0.595,,2.3,3.1,9.9
1 season,,DNN,NBA,,57.0,,,5.8,16.6,0.349,5.8,8.0,0.721,,4.0,4.2,17.3
1 season,,BLB,NBA,,50.0,,,3.5,10.2,0.348,2.4,3.3,0.738,2.3,2.8,3.6,9.5
1 season,,BOS,NBA,,10.0,,,0.4,2.5,0.16,1.0,1.6,0.625,0.3,0.8,1.4,1.8
1 season,,PHW,BAA,,2.0,,,1.0,1.5,0.667,0.0,0.0,,,0.0,2.0,2.0
1 season,,CHS,BAA,,1.0,,,0.0,3.0,0.0,0.0,0.0,,,0.0,1.0,0.0
