Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,26.0,FTW,BAA,,59.0,,,2.4,9.7,0.247,1.9,2.8,0.683,,2.3,3.4,6.7
1949-50,27.0,TOT,NBA,,59.0,,,1.7,6.2,0.269,2.3,3.4,0.677,,2.7,3.3,5.6
1949-50,27.0,AND,NBA,,12.0,,,0.5,4.2,0.12,1.0,2.0,0.5,,1.2,2.9,2.0
1949-50,27.0,WAT,NBA,,47.0,,,2.0,6.7,0.293,2.6,3.8,0.701,,3.1,3.4,6.6
Career,,,TOT,,118.0,,,2.0,7.9,0.256,2.1,3.1,0.679,,2.5,3.3,6.2
,,,BAA,,59.0,,,2.4,9.7,0.247,1.9,2.8,0.683,,2.3,3.4,6.7
,,,NBA,,59.0,,,1.7,6.2,0.269,2.3,3.4,0.677,,2.7,3.3,5.6
,,,,,,,,,,,,,,,,,
1 season,,FTW,BAA,,59.0,,,2.4,9.7,0.247,1.9,2.8,0.683,,2.3,3.4,6.7
1 season,,WAT,NBA,,47.0,,,2.0,6.7,0.293,2.6,3.8,0.701,,3.1,3.4,6.6
1 season,,AND,NBA,,12.0,,,0.5,4.2,0.12,1.0,2.0,0.5,,1.2,2.9,2.0
