Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,25.0,INO,NBA,,43,,,1.4,3.7,0.369,0.7,1.3,0.561,,0.9,2.4,3.5
1950-51,26.0,INO,NBA,,10,,,0.6,2.2,0.273,0.3,0.3,1.0,1.0,0.6,1.5,1.5
Career,,,NBA,,53,,,1.2,3.4,0.357,0.7,1.1,0.583,1.0,0.9,2.2,3.1
