Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1950-51,22.0,TOT,NBA,SG,66,,,4.6,13.4,.339,3.8,5.0,.747,5.4,3.1,2.5,12.9
1950-51,22.0,BLB,NBA,SG,52,,,4.9,14.0,.349,3.9,5.3,.742,5.5,2.9,2.7,13.7
1950-51,22.0,FTW,NBA,SG,14,,,3.4,11.4,.294,3.1,4.1,.772,4.9,3.8,1.7,9.9
1951-52,23.0,Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army)
1952-53,24.0,Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army)
1953-54,25.0,FTW,NBA,SG,49,,10.8,1.1,4.0,.272,0.9,1.2,.717,1.3,1.1,1.2,3.0
1954-55,26.0,TOT,NBA,SG,66,,24.1,2.8,8.1,.350,1.5,2.0,.760,2.7,3.4,1.9,7.2
1954-55,26.0,BLB,NBA,SG,6,,22.3,3.8,10.2,.377,1.7,2.3,.714,1.8,4.3,1.3,9.3
1954-55,26.0,PHW,NBA,SG,60,,24.3,2.7,7.9,.346,1.5,1.9,.765,2.8,3.3,2.0,6.9
Career,,,NBA,,181,,18.4,3.0,8.9,.335,2.1,2.9,.747,3.3,2.7,1.9,8.1
,,,,,,,,,,,,,,,,,
2 seasons,,FTW,NBA,,63,,10.8,1.6,5.6,.282,1.4,1.9,.744,2.1,1.7,1.3,4.6
1 season,,PHW,NBA,,60,,24.3,2.7,7.9,.346,1.5,1.9,.765,2.8,3.3,2.0,6.9
2 seasons,,BLB,NBA,,58,,22.3,4.8,13.6,.352,3.7,5.0,.740,5.1,3.0,2.6,13.2
