Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980-81,23.0,NJN,NBA,PG,71.0,,19.8,3.0,6.7,0.444,0.1,0.4,0.148,2.9,6.4,0.461,0.448,1.0,1.3,0.75,0.6,1.8,2.4,3.2,0.9,0.2,1.5,2.5,7.0
1981-82,24.0,CLE,NBA,PG,4.0,0.0,17.5,4.8,9.5,0.5,0.3,1.3,0.2,4.5,8.3,0.545,0.513,1.5,2.0,0.75,0.3,0.8,1.0,3.8,1.5,0.3,1.3,3.8,11.3
1982-83,25.0,SDC,NBA,PG,37.0,3.0,17.4,2.2,5.1,0.426,0.2,0.6,0.261,2.0,4.5,0.449,0.442,1.1,1.5,0.75,0.4,1.1,1.5,2.0,0.6,0.0,1.2,1.9,5.7
Career,,,NBA,,112.0,3.0,18.9,2.8,6.3,0.442,0.1,0.5,0.2,2.7,5.8,0.462,0.45,1.0,1.4,0.75,0.5,1.5,2.0,2.8,0.8,0.2,1.4,2.4,6.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,NJN,NBA,,71.0,,19.8,3.0,6.7,0.444,0.1,0.4,0.148,2.9,6.4,0.461,0.448,1.0,1.3,0.75,0.6,1.8,2.4,3.2,0.9,0.2,1.5,2.5,7.0
1 season,,SDC,NBA,,37.0,3.0,17.4,2.2,5.1,0.426,0.2,0.6,0.261,2.0,4.5,0.449,0.442,1.1,1.5,0.75,0.4,1.1,1.5,2.0,0.6,0.0,1.2,1.9,5.7
1 season,,CLE,NBA,,4.0,0.0,17.5,4.8,9.5,0.5,0.3,1.3,0.2,4.5,8.3,0.545,0.513,1.5,2.0,0.75,0.3,0.8,1.0,3.8,1.5,0.3,1.3,3.8,11.3
