Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1964-65,22.0,SFW,NBA,SF,78.0,,22.2,3.1,9.3,0.337,2.0,2.8,0.714,6.3,1.0,2.9,8.3
1965-66,23.0,SFW,NBA,SF,80.0,,18.3,2.8,6.6,0.426,1.8,2.4,0.743,6.1,0.7,2.5,7.4
1966-67,24.0,CHI,NBA,SF,79.0,,17.5,3.3,8.5,0.385,2.7,3.4,0.772,4.7,0.8,2.4,9.2
1967-68,25.0,CHI,NBA,SF,76.0,,27.6,4.9,12.4,0.398,2.8,3.6,0.779,5.7,1.7,2.9,12.7
1968-69,26.0,TOT,NBA,SF,81.0,,20.0,3.5,8.9,0.391,2.1,2.6,0.79,5.0,1.2,2.3,9.0
1968-69,26.0,PHO,NBA,SF,31.0,,22.9,4.5,11.8,0.385,2.7,3.5,0.773,5.4,1.6,2.4,11.8
1968-69,26.0,DET,NBA,SF,50.0,,18.2,2.8,7.1,0.396,1.7,2.1,0.808,4.7,0.9,2.3,7.3
1969-70,27.0,DET,NBA,SF,73.0,,19.5,3.2,6.8,0.466,1.6,2.0,0.821,4.6,1.1,2.2,8.0
1970-71,28.0,TOT,NBA,SF,86.0,,26.2,3.5,9.2,0.385,2.4,3.0,0.782,6.6,2.4,2.7,9.4
1970-71,28.0,CLE,NBA,SF,58.0,,31.7,4.4,11.3,0.388,2.9,3.8,0.773,8.0,3.0,2.9,11.7
1970-71,28.0,MIL,NBA,SF,28.0,,14.8,1.8,4.8,0.368,1.2,1.5,0.829,3.8,1.1,2.4,4.7
1971-72,29.0,TOT,NBA,SF,27.0,,9.1,1.0,2.6,0.394,0.7,0.9,0.833,2.7,0.8,1.2,2.8
1971-72,29.0,MIL,NBA,SF,10.0,,9.9,0.9,2.8,0.321,1.1,1.2,0.917,3.4,1.2,1.8,2.9
1971-72,29.0,HOU,NBA,SF,17.0,,8.6,1.1,2.5,0.442,0.5,0.7,0.75,2.3,0.6,0.9,2.8
Career,,,NBA,,580.0,,21.1,3.4,8.5,0.394,2.1,2.8,0.771,5.5,1.3,2.5,8.8
,,,,,,,,,,,,,,,,,
2 seasons,,SFW,NBA,,158.0,,20.2,3.0,7.9,0.374,1.9,2.6,0.727,6.2,0.9,2.7,7.8
2 seasons,,CHI,NBA,,155.0,,22.5,4.1,10.4,0.393,2.7,3.5,0.776,5.2,1.2,2.6,10.9
2 seasons,,DET,NBA,,123.0,,19.0,3.0,7.0,0.437,1.7,2.0,0.815,4.7,1.0,2.2,7.7
1 season,,CLE,NBA,,58.0,,31.7,4.4,11.3,0.388,2.9,3.8,0.773,8.0,3.0,2.9,11.7
2 seasons,,MIL,NBA,,38.0,,13.5,1.5,4.2,0.36,1.2,1.4,0.849,3.7,1.1,2.2,4.2
1 season,,PHO,NBA,,31.0,,22.9,4.5,11.8,0.385,2.7,3.5,0.773,5.4,1.6,2.4,11.8
1 season,,HOU,NBA,,17.0,,8.6,1.1,2.5,0.442,0.5,0.7,0.75,2.3,0.6,0.9,2.8
