Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1970-71,22.0,BOS,NBA,SG,34,,7.8,1.2,3.0,0.402,1.0,1.6,0.648,1.8,0.6,1.7,3.4
1971-72,23.0,BOS,NBA,SG,28,,5.4,0.6,1.8,0.32,0.8,1.1,0.742,1.1,0.6,1.2,2.0
Career,,,NBA,,62,,6.7,0.9,2.5,0.375,0.9,1.4,0.682,1.5,0.6,1.5,2.8
