Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1952-53,27.0,PHW,NBA,SG,1,,16.0,3.0,9.0,0.333,0.0,0.0,,3.0,1.0,2.0,6.0
Career,,,NBA,,1,,16.0,3.0,9.0,0.333,0.0,0.0,,3.0,1.0,2.0,6.0
