Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,27.0,WAT,NBA,PF,62.0,,,5.6,13.3,0.42,3.2,4.5,0.705,,3.1,3.3,14.4
1950-51,28.0,TOT,NBA,PF,66.0,,,2.9,8.1,0.361,1.4,1.9,0.732,3.4,1.8,2.3,7.2
1950-51,28.0,BLB,NBA,PF,16.0,,,3.6,10.6,0.335,2.3,3.2,0.725,4.8,3.4,2.6,9.4
1950-51,28.0,BOS,NBA,PF,7.0,,,2.4,7.4,0.327,1.4,2.1,0.667,3.7,1.6,2.0,6.3
1950-51,28.0,FTW,NBA,PF,43.0,,,2.7,7.2,0.381,1.0,1.3,0.754,2.8,1.2,2.2,6.5
1951-52,29.0,MLH,NBA,PF,65.0,,35.3,4.5,12.7,0.356,1.8,2.6,0.701,4.3,2.6,3.2,10.8
Career,,,NBA,,193.0,,35.3,4.3,11.3,0.381,2.1,3.0,0.709,3.9,2.5,2.9,10.7
,,,,,,,,,,,,,,,,,
1 season,,MLH,NBA,,65.0,,35.3,4.5,12.7,0.356,1.8,2.6,0.701,4.3,2.6,3.2,10.8
1 season,,WAT,NBA,,62.0,,,5.6,13.3,0.42,3.2,4.5,0.705,,3.1,3.3,14.4
1 season,,FTW,NBA,,43.0,,,2.7,7.2,0.381,1.0,1.3,0.754,2.8,1.2,2.2,6.5
1 season,,BLB,NBA,,16.0,,,3.6,10.6,0.335,2.3,3.2,0.725,4.8,3.4,2.6,9.4
1 season,,BOS,NBA,,7.0,,,2.4,7.4,0.327,1.4,2.1,0.667,3.7,1.6,2.0,6.3
