Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,22.0,DEN,NBA,PG,3.0,0.0,8.3,1.3,2.0,0.667,0.0,0.3,0.0,1.3,1.7,0.8,0.667,0.7,0.7,1.0,0.0,0.7,0.7,2.3,1.0,0.0,0.3,0.3,3.3
2018-19,23.0,DEN,NBA,PG,82.0,6.0,24.0,4.2,8.6,0.493,1.1,2.8,0.414,3.1,5.8,0.531,0.56,0.8,1.0,0.802,0.4,1.9,2.4,3.6,0.9,0.0,0.6,1.2,10.4
2019-20,24.0,DEN,NBA,PG,73.0,12.0,22.4,3.6,7.8,0.459,0.9,2.4,0.378,2.7,5.4,0.495,0.517,1.0,1.2,0.843,0.3,1.5,1.9,3.5,0.8,0.2,0.7,1.0,9.0
2020-21,25.0,DEN,NBA,PG,47.0,13.0,25.4,4.0,8.2,0.481,1.1,2.9,0.381,2.9,5.4,0.534,0.547,1.2,1.6,0.795,0.2,1.8,2.0,3.2,0.7,0.3,0.7,1.0,10.2
2021-22,26.0,DEN,NBA,PG,75.0,74.0,29.9,5.0,10.3,0.484,1.7,4.2,0.395,3.3,6.1,0.545,0.564,1.0,1.1,0.869,0.4,2.7,3.0,4.4,0.7,0.2,1.0,1.2,12.6
2022-23,27.0,WAS,NBA,PG,60.0,59.0,27.6,4.0,8.3,0.479,1.3,3.3,0.39,2.7,5.0,0.537,0.556,1.1,1.3,0.829,0.4,3.0,3.4,5.2,0.7,0.2,1.0,1.3,10.2
Career,,,NBA,,340.0,164.0,25.6,4.1,8.6,0.48,1.2,3.1,0.393,2.9,5.5,0.529,0.55,1.0,1.2,0.83,0.4,2.2,2.5,4.0,0.8,0.2,0.8,1.2,10.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,DEN,NBA,,280.0,105.0,25.2,4.2,8.7,0.481,1.2,3.0,0.394,3.0,5.7,0.527,0.549,1.0,1.2,0.83,0.3,2.0,2.3,3.7,0.8,0.2,0.8,1.1,10.5
1 season,,WAS,NBA,,60.0,59.0,27.6,4.0,8.3,0.479,1.3,3.3,0.39,2.7,5.0,0.537,0.556,1.1,1.3,0.829,0.4,3.0,3.4,5.2,0.7,0.2,1.0,1.3,10.2
