Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,24.0,NYK,NBA,PG,68.0,,,2.8,8.3,0.337,3.0,4.6,0.652,,5.7,2.4,8.6
1950-51,25.0,NYK,NBA,PG,64.0,,,2.8,7.5,0.371,2.8,4.3,0.649,5.2,6.3,2.4,8.4
1951-52,26.0,NYK,NBA,PG,64.0,,31.5,3.2,7.4,0.43,2.9,4.5,0.631,5.2,6.1,2.8,9.2
1952-53,27.0,NYK,NBA,PG,61.0,,29.2,2.3,6.1,0.381,2.5,4.4,0.569,4.6,4.9,2.8,7.2
1953-54,28.0,NYK,NBA,PG,68.0,,34.5,3.0,7.3,0.408,3.2,5.1,0.638,4.6,5.2,2.9,9.1
1954-55,29.0,NYK,NBA,PG,71.0,,32.5,3.2,8.2,0.389,2.7,4.3,0.644,4.5,7.6,2.0,9.1
1955-56,30.0,NYK,NBA,PG,62.0,,27.2,2.5,7.1,0.347,2.0,3.1,0.627,3.5,5.8,2.4,6.9
1956-57,31.0,NYK,NBA,PG,72.0,,16.5,1.9,5.1,0.383,1.5,2.3,0.644,2.0,3.1,1.4,5.3
1957-58,32.0,DET,NBA,PG,69.0,,33.5,2.9,7.9,0.373,2.2,3.3,0.667,4.2,6.6,2.6,8.1
1958-59,33.0,DET,NBA,PG,71.0,,29.1,3.3,7.6,0.427,2.7,3.6,0.74,4.0,6.2,2.1,9.2
1959-60,34.0,DET,NBA,PG,68.0,,21.6,2.6,5.9,0.445,1.8,3.0,0.617,3.9,5.3,1.6,7.1
Career,,,NBA,,738.0,,28.3,2.8,7.1,0.389,2.5,3.8,0.644,4.2,5.7,2.3,8.0
,,,,,,,,,,,,,,,,,
8 seasons,,NYK,NBA,,530.0,,28.5,2.7,7.1,0.38,2.6,4.1,0.632,4.2,5.6,2.4,8.0
3 seasons,,DET,NBA,,208.0,,28.1,3.0,7.2,0.412,2.2,3.3,0.68,4.0,6.0,2.1,8.1
