Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,20.0,CHI,NBA,PF,68.0,68.0,29.7,5.5,12.7,0.434,2.1,5.9,0.362,3.4,6.8,0.497,0.518,2.1,2.4,0.843,1.2,6.3,7.5,1.2,0.6,0.6,1.2,1.5,15.2
2018-19,21.0,CHI,NBA,PF,52.0,51.0,32.3,6.6,15.3,0.43,2.3,6.4,0.361,4.3,8.9,0.479,0.506,3.3,3.8,0.872,1.4,7.6,9.0,1.4,0.7,0.6,1.6,2.3,18.7
2019-20,22.0,CHI,NBA,PF,50.0,50.0,29.8,5.0,11.8,0.425,2.2,6.3,0.344,2.8,5.5,0.518,0.517,2.5,3.1,0.824,1.2,5.1,6.3,1.5,0.8,0.5,1.6,1.9,14.7
2020-21,23.0,CHI,NBA,PF,51.0,26.0,25.8,4.9,10.2,0.48,2.3,5.8,0.402,2.6,4.4,0.582,0.594,1.5,1.8,0.826,0.7,4.6,5.3,0.9,0.5,0.3,1.0,1.5,13.6
2021-22,24.0,CLE,NBA,SF,61.0,61.0,30.8,5.1,11.5,0.445,2.2,6.2,0.358,2.9,5.3,0.548,0.542,2.3,2.6,0.868,1.0,4.7,5.7,1.3,0.7,0.5,0.9,2.1,14.8
2022-23,25.0,UTA,NBA,SF,64.0,64.0,34.4,8.7,17.2,0.505,3.1,7.7,0.4,5.6,9.5,0.591,0.595,5.2,6.0,0.871,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.7
Career,,,NBA,,346.0,320.0,30.6,6.0,13.2,0.456,2.4,6.4,0.372,3.6,6.8,0.535,0.547,2.8,3.3,0.857,1.2,5.8,7.1,1.4,0.7,0.5,1.4,1.9,17.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,CHI,NBA,,221.0,195.0,29.5,5.5,12.5,0.44,2.2,6.1,0.366,3.3,6.4,0.509,0.529,2.3,2.7,0.845,1.1,5.9,7.1,1.2,0.7,0.5,1.4,1.8,15.6
1 season,,UTA,NBA,,64.0,64.0,34.4,8.7,17.2,0.505,3.1,7.7,0.4,5.6,9.5,0.591,0.595,5.2,6.0,0.871,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.7
1 season,,CLE,NBA,,61.0,61.0,30.8,5.1,11.5,0.445,2.2,6.2,0.358,2.9,5.3,0.548,0.542,2.3,2.6,0.868,1.0,4.7,5.7,1.3,0.7,0.5,0.9,2.1,14.8
