Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,25.0,TOT,BAA,,58,,,4.5,15.2,.295,4.1,5.6,.723,,1.4,3.0,13.0
1946-47,25.0,CLR,BAA,,17,,,4.3,13.3,.323,3.7,5.2,.716,,1.6,2.9,12.3
1946-47,25.0,TRH,BAA,,41,,,4.5,15.9,.285,4.2,5.8,.726,,1.4,3.1,13.3
1947-48,26.0,Did Not Play (other pro league—AAPBL),Did Not Play (other pro league—AAPBL),Did Not Play (other pro league—AAPBL),Did Not Play (other pro league—AAPBL),Did Not Play (other pro league—AAPBL),Did Not Play (other pro league—AAPBL),Did Not Play (other pro league—AAPBL),Did Not Play (other pro league—AAPBL),Did Not Play (other pro league—AAPBL),Did Not Play (other pro league—AAPBL),Did Not Play (other pro league—AAPBL),Did Not Play (other pro league—AAPBL),Did Not Play (other pro league—AAPBL),Did Not Play (other pro league—AAPBL),Did Not Play (other pro league—AAPBL),Did Not Play (other pro league—AAPBL)
1948-49,27.0,TOT,BAA,,52,,,3.3,9.8,.338,3.4,4.7,.728,,2.0,3.3,10.0
1948-49,27.0,BLB,BAA,,13,,,0.8,3.8,.200,1.9,2.8,.694,,0.2,2.2,3.5
1948-49,27.0,FTW,BAA,,20,,,3.0,8.8,.335,2.8,3.7,.743,,1.4,3.3,8.7
1948-49,27.0,INJ,BAA,,19,,,5.4,14.9,.364,5.1,7.0,.729,,3.9,3.9,15.9
1949-50,28.0,PHW,NBA,,64,,,2.7,6.8,.396,3.4,4.7,.727,,1.5,2.6,8.8
1950-51,29.0,PHW,NBA,,57,,,0.8,2.1,.352,0.9,1.5,.616,1.8,0.6,1.1,2.4
Career,,,TOT,,231,,,2.8,8.4,.332,3.0,4.1,.716,1.8,1.4,2.5,8.5
,,,NBA,,121,,,1.8,4.6,.387,2.2,3.2,.702,1.8,1.1,1.9,5.8
,,,BAA,,110,,,3.9,12.6,.311,3.7,5.2,.725,,1.7,3.1,11.6
,,,,,,,,,,,,,,,,,
2 seasons,,PHW,NBA,,121,,,1.8,4.6,.387,2.2,3.2,.702,1.8,1.1,1.9,5.8
1 season,,TRH,BAA,,41,,,4.5,15.9,.285,4.2,5.8,.726,,1.4,3.1,13.3
1 season,,FTW,BAA,,20,,,3.0,8.8,.335,2.8,3.7,.743,,1.4,3.3,8.7
1 season,,INJ,BAA,,19,,,5.4,14.9,.364,5.1,7.0,.729,,3.9,3.9,15.9
1 season,,CLR,BAA,,17,,,4.3,13.3,.323,3.7,5.2,.716,,1.6,2.9,12.3
1 season,,BLB,BAA,,13,,,0.8,3.8,.200,1.9,2.8,.694,,0.2,2.2,3.5
