Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1973-74,23.0,BUF,NBA,G,81.0,,35.9,6.5,15.6,0.421,2.1,2.4,0.902,0.6,2.1,2.7,8.2,0.7,0.1,,3.0,15.2,Ernie DiGregorio,6-0
1974-75,24.0,BUF,NBA,G,31.0,,23.0,3.3,7.5,0.44,1.1,1.5,0.778,0.2,1.3,1.5,4.9,0.6,0.0,,2.0,7.8,Ernie DiGregorio,6-0
1975-76,25.0,BUF,NBA,G,67.0,,20.4,2.7,7.1,0.384,1.3,1.4,0.915,0.2,1.4,1.7,4.0,0.6,0.0,,2.4,6.7,Ernie DiGregorio,6-0
1976-77,26.0,BUF,NBA,G,81.0,,28.0,4.5,10.8,0.417,1.7,1.8,0.945,0.6,1.6,2.3,4.7,0.7,0.0,,1.9,10.7,Ernie DiGregorio,6-0
1977-78,27.0,TOT,NBA,G,52.0,,11.7,1.7,4.0,0.421,0.5,0.6,0.848,0.1,0.8,1.0,2.6,0.3,0.0,1.8,0.8,3.9,Ernie DiGregorio,6-0
