Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Player,Ht
1974-75,22.0,WSB,NBA,G,37.0,,3.7,0.6,1.8,0.369,0.3,0.5,0.667,0.2,0.4,0.6,0.4,0.4,0.1,0.9,1.6,Dennis DuVal,6-3
1975-76,23.0,ATL,NBA,G,13.0,,10.0,1.2,3.3,0.349,0.5,0.7,0.667,0.1,0.5,0.6,1.5,0.5,0.2,1.2,2.8,Dennis DuVal,6-3
