Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1967-68,23.0,INA,ABA,F-C,77.0,,26.6,4.8,10.8,0.446,0.0,0.0,0.0,4.8,10.8,0.447,0.446,2.3,3.5,0.667,,,6.8,0.9,1.8,3.6,12.0,Ollie Darden,6-7
1968-69,24.0,TOT,ABA,F-C,77.0,,25.3,4.1,9.3,0.445,0.0,0.1,0.2,4.1,9.2,0.447,0.446,2.3,3.1,0.742,2.9,4.8,7.7,1.4,1.8,3.6,10.6,Ollie Darden,6-7
1969-70,25.0,TOT,ABA,F-C,69.0,,11.9,1.8,4.7,0.385,0.0,0.1,0.2,1.8,4.7,0.388,0.387,0.8,1.3,0.655,1.3,2.4,3.8,0.7,1.2,2.1,4.5,Ollie Darden,6-7
