Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1973-74,22.0,GSW,NBA,F,66.0,,14.1,1.7,3.5,0.494,0.8,1.0,0.773,1.9,3.3,5.1,0.8,0.3,0.2,,1.7,4.3,Derrek Dickey,6-7
1974-75,23.0,GSW,NBA,F,80.0,,23.2,3.4,7.1,0.482,0.8,1.2,0.667,2.4,4.5,6.9,1.6,0.7,0.2,,2.5,7.7,Derrek Dickey,6-7
1975-76,24.0,GSW,NBA,F,79.0,,15.3,2.8,6.0,0.465,0.8,1.0,0.785,1.4,3.0,4.4,1.1,0.3,0.1,,1.8,6.4,Derrek Dickey,6-7
1976-77,25.0,GSW,NBA,F,49.0,,17.5,3.2,7.0,0.458,0.9,1.2,0.738,2.0,2.9,4.9,1.3,0.4,0.2,,2.1,7.4,Derrek Dickey,6-7
1977-78,26.0,TOT,NBA,F,47.0,,10.5,1.9,4.2,0.439,0.6,0.8,0.833,0.8,1.3,2.1,0.4,0.3,0.1,0.9,1.2,4.3,Derrek Dickey,6-7
