Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Player,Ht
1974-75,22.0,SEA,NBA,G,58,,11.5,2.4,5.7,0.428,0.7,1.0,0.768,0.2,0.8,1.0,0.8,0.4,0.1,0.8,5.6,Rod Derline,6-0
1975-76,23.0,SEA,NBA,G,49,,6.9,1.5,3.7,0.403,0.9,1.1,0.804,0.2,0.4,0.6,0.5,0.2,0.0,0.4,3.9,Rod Derline,6-0
