Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1967-68,24.0,PTP,ABA,G,63.0,,13.0,2.1,5.4,0.385,0.2,0.8,0.25,1.9,4.7,0.407,0.402,0.8,1.0,0.828,,,1.7,1.1,0.8,1.6,5.2,Jim Jarvis,6-1
1968-69,25.0,TOT,ABA,G,62.0,,14.7,2.4,6.5,0.366,0.3,0.8,0.404,2.1,5.7,0.361,0.389,1.4,1.8,0.789,1.0,1.1,2.1,1.3,1.1,2.2,6.4,Jim Jarvis,6-1
