Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1960-61,22.0,LAL,NBA,F-C,46,,7.7,1.0,3.1,0.326,0.2,0.5,0.478,3.1,0.3,1.2,2.2,Howie Jolliff,6-7
1961-62,23.0,LAL,NBA,F-C,64,,17.1,1.6,4.0,0.411,0.6,1.2,0.526,6.0,1.2,2.7,3.9,Howie Jolliff,6-7
1962-63,24.0,LAL,NBA,F-C,28,,10.5,0.5,2.0,0.273,0.2,0.3,0.667,2.2,0.7,1.8,1.3,Howie Jolliff,6-7
