Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1976-77,22.0,POR,NBA,F-C,63.0,,16.9,2.2,4.7,0.465,1.0,1.7,0.606,1.6,3.1,4.7,1.3,0.6,0.6,,2.0,5.5,Robin Jones,6-9
1977-78,23.0,HOU,NBA,F-C,12.0,,5.5,0.9,1.7,0.55,0.3,0.8,0.4,0.4,0.8,1.2,0.2,0.1,0.1,0.6,1.3,2.2,Robin Jones,6-9
