Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1978-79,23.0,NYK,NBA,G-F,72,,16.9,2.8,6.7,.414,,,,2.8,6.7,.414,.414,1.0,1.8,.539,1.1,2.2,3.2,3.0,1.4,0.3,2.0,2.6,6.5,Micheal Ray Richardson,6-5
1979-80,24.0,NYK,NBA,G-F,82,,37.3,6.1,13.0,.472,0.3,1.3,.245,5.8,11.6,.498,.485,2.7,4.1,.660,1.8,4.7,6.6,10.1,3.2,0.4,4.4,3.2,15.3,Micheal Ray Richardson,6-5
1980-81,25.0,NYK,NBA,G-F,79,,40.2,6.6,14.1,.469,0.3,1.3,.225,6.3,12.8,.493,.479,2.8,4.3,.663,2.2,4.7,6.9,7.9,2.9,0.4,3.8,3.3,16.4,Micheal Ray Richardson,6-5
1981-82,26.0,NYK,NBA,G-F,82,79,37.1,7.5,16.4,.461,0.2,1.2,.188,7.3,15.1,.483,.468,2.6,3.7,.700,2.2,4.7,6.9,7.0,2.6,0.5,3.5,3.9,17.9,Micheal Ray Richardson,6-5
1982-83,27.0,TOT,NBA,G-F,64,51,32.4,5.4,12.7,.425,0.1,0.8,.157,5.3,11.9,.442,.429,1.7,2.5,.650,1.8,2.8,4.6,6.8,2.8,0.4,3.8,3.8,12.6,Micheal Ray Richardson,6-5
1983-84,28.0,NJN,NBA,G-F,48,25,26.8,5.1,11.0,.460,0.3,1.2,.241,4.8,9.8,.487,.473,1.6,2.3,.704,1.2,2.4,3.6,4.5,2.1,0.4,2.5,3.3,12.0,Micheal Ray Richardson,6-5
1984-85,29.0,NJN,NBA,G-F,82,82,38.1,8.4,17.9,.469,0.4,1.4,.252,8.1,16.5,.488,.479,2.9,3.8,.767,1.9,3.7,5.6,8.2,3.0,0.3,3.0,3.4,20.1,Micheal Ray Richardson,6-5
1985-86,30.0,NJN,NBA,G-F,47,39,34.1,6.3,14.1,.448,0.1,0.6,.148,6.2,13.5,.461,.451,3.0,3.8,.788,1.6,3.7,5.3,7.2,2.7,0.2,3.2,3.5,15.7,Micheal Ray Richardson,6-5
