Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1967-68,26.0,INA,ABA,G,74,,29.6,4.3,11.1,0.387,0.8,2.4,0.326,3.5,8.7,0.404,0.422,2.6,3.3,0.802,,,3.2,2.8,2.6,2.7,12.0,Jimmy Rayl,6-2
1968-69,27.0,INA,ABA,G,27,,21.0,2.7,7.5,0.356,1.3,3.4,0.37,1.4,4.1,0.345,0.441,2.3,2.5,0.897,0.9,1.6,2.5,2.3,1.9,3.0,8.9,Jimmy Rayl,6-2
