Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1955-56,22.0,TOT,NBA,F-C,68,,28.6,3.5,11.1,.313,2.0,2.9,.708,7.2,3.0,4.2,8.9,Dick Ricketts,6-7
1956-57,23.0,ROC,NBA,F-C,72,,29.4,4.2,12.1,.344,2.9,4.1,.694,6.1,1.8,4.3,11.2,Dick Ricketts,6-7
1957-58,24.0,CIN,NBA,F-C,72,,22.5,3.0,9.2,.324,1.8,2.7,.673,5.7,1.6,3.8,7.8,Dick Ricketts,6-7
