Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1973-74,23.0,HOU,NBA,F-G,81,,21.9,3.1,7.2,0.434,1.3,1.6,0.798,1.1,2.4,3.5,2.2,1.1,0.3,,2.2,7.5,Ed Ratleff,6-6
1974-75,24.0,HOU,NBA,F-G,80,,32.0,4.9,10.6,0.461,2.0,2.4,0.826,2.3,3.4,5.7,3.2,1.8,0.6,,2.9,11.8,Ed Ratleff,6-6
1975-76,25.0,HOU,NBA,F-G,72,,33.3,4.4,9.0,0.485,2.3,2.9,0.816,1.5,3.8,5.3,3.6,1.6,0.5,,3.3,11.1,Ed Ratleff,6-6
1976-77,26.0,HOU,NBA,F-G,37,,14.4,1.9,4.4,0.435,0.7,1.1,0.619,0.6,1.4,2.1,1.2,0.5,0.2,,1.2,4.5,Ed Ratleff,6-6
1977-78,27.0,HOU,NBA,F-G,68,,17.1,1.9,4.6,0.419,0.6,0.7,0.83,0.8,1.6,2.4,2.3,0.9,0.3,1.0,1.6,4.4,Ed Ratleff,6-6
