Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1950-51,24.0,BLB,NBA,F,59.0,,,2.8,7.2,0.385,1.7,2.4,0.741,4.3,1.2,2.5,7.3,Don Rehfeldt,6-7
1951-52,25.0,TOT,NBA,F,39.0,,20.2,2.5,7.3,0.347,1.6,2.1,0.788,6.2,1.3,2.6,6.7,Don Rehfeldt,6-7
