Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,21.0,SAS,NBA,PG,37,1,7.3,1.0,2.1,0.474,0.1,0.1,0.6,0.9,2.0,0.466,0.494,0.5,0.5,0.895,0.2,0.4,0.6,1.1,0.2,0.0,0.4,0.4,2.5
2021-22,22.0,SAS,NBA,PG,69,11,16.6,2.4,4.9,0.49,0.1,0.7,0.196,2.3,4.2,0.542,0.504,1.0,1.3,0.78,0.4,1.8,2.2,3.4,0.6,0.1,0.7,1.1,6.0
2022-23,23.0,SAS,NBA,PG,61,58,29.1,4.9,10.9,0.444,0.6,2.3,0.266,4.2,8.6,0.492,0.472,2.1,2.4,0.866,0.8,2.7,3.5,6.3,1.3,0.1,1.6,1.5,12.4
Career,,,NBA,,167,70,19.1,3.0,6.5,0.46,0.3,1.2,0.256,2.7,5.3,0.506,0.484,1.3,1.6,0.838,0.5,1.8,2.3,3.9,0.8,0.1,0.9,1.1,7.6
