Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,24.0,PTP,ABA,PG,63.0,,13.0,2.1,5.4,0.385,0.2,0.8,0.25,1.9,4.7,0.407,0.402,0.8,1.0,0.828,,,1.7,1.1,0.8,1.6,5.2
1968-69,25.0,TOT,ABA,PG,62.0,,14.7,2.4,6.5,0.366,0.3,0.8,0.404,2.1,5.7,0.361,0.389,1.4,1.8,0.789,1.0,1.1,2.1,1.3,1.1,2.2,6.4
1968-69,25.0,MNP,ABA,PG,11.0,,12.2,1.3,4.1,0.311,0.2,0.5,0.4,1.1,3.6,0.3,0.333,0.9,1.1,0.833,0.3,1.0,1.3,1.4,0.8,2.2,3.6
1968-69,25.0,LAS,ABA,PG,51.0,,15.2,2.6,7.0,0.373,0.3,0.8,0.405,2.3,6.2,0.368,0.396,1.5,1.9,0.784,1.1,1.1,2.3,1.3,1.2,2.2,7.0
Career,,,ABA,,125.0,,13.8,2.2,6.0,0.374,0.2,0.8,0.326,2.0,5.2,0.382,0.395,1.1,1.4,0.803,1.0,1.1,1.9,1.2,1.0,1.9,5.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,"PTP,MNP",ABA,,74.0,,12.9,2.0,5.2,0.376,0.2,0.7,0.264,1.8,4.5,0.394,0.394,0.9,1.0,0.829,0.3,1.0,1.6,1.2,0.8,1.7,5.0
1 season,,LAS,ABA,,51.0,,15.2,2.6,7.0,0.373,0.3,0.8,0.405,2.3,6.2,0.368,0.396,1.5,1.9,0.784,1.1,1.1,2.3,1.3,1.2,2.2,7.0
