Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,23.0,UTS,ABA,PF,30.0,,6.4,1.2,2.8,0.434,0.0,0.0,,1.2,2.8,0.434,0.434,0.9,1.5,0.609,0.8,1.3,2.1,0.1,,,0.9,1.5,3.3
1973-74,24.0,TOT,ABA,PF,72.0,,20.5,3.4,6.8,0.505,0.0,0.1,0.429,3.4,6.7,0.506,0.508,1.5,2.1,0.724,1.9,3.3,5.3,0.8,0.3,0.2,1.5,3.1,8.4
1973-74,24.0,UTS,ABA,PF,33.0,,20.5,3.2,7.2,0.451,0.0,0.0,,3.2,7.2,0.451,0.451,1.6,2.1,0.794,1.9,3.2,5.1,0.7,0.4,0.3,1.6,3.1,8.1
1973-74,24.0,MMT,ABA,PF,39.0,,20.4,3.6,6.5,0.556,0.1,0.2,0.429,3.5,6.3,0.559,0.562,1.4,2.2,0.667,2.0,3.5,5.5,0.9,0.3,0.1,1.5,3.1,8.7
1974-75,25.0,VIR,ABA,PF,82.0,,24.7,4.7,8.8,0.528,0.0,0.0,0.333,4.6,8.8,0.528,0.528,2.8,3.6,0.786,2.2,3.3,5.6,1.0,0.6,0.2,2.6,3.8,12.2
1975-76,26.0,VIR,ABA,PF,80.0,,27.9,4.9,9.8,0.499,0.0,0.1,0.0,4.9,9.7,0.503,0.499,2.5,3.1,0.796,2.6,5.0,7.6,1.4,0.6,0.4,2.4,3.8,12.2
Career,,,ABA,,264.0,,22.4,4.0,7.9,0.508,0.0,0.1,0.267,4.0,7.8,0.51,0.509,2.2,2.8,0.766,2.1,3.6,5.7,1.0,0.5,0.3,2.0,3.3,10.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,VIR,ABA,,162.0,,26.3,4.8,9.3,0.513,0.0,0.0,0.125,4.8,9.2,0.515,0.513,2.7,3.4,0.791,2.4,4.1,6.6,1.2,0.6,0.3,2.5,3.8,12.2
2 seasons,,UTS,ABA,,63.0,,13.8,2.3,5.1,0.447,0.0,0.0,,2.3,5.1,0.447,0.447,1.3,1.8,0.719,1.4,2.3,3.6,0.4,0.4,0.3,1.3,2.4,5.8
1 season,,MMT,ABA,,39.0,,20.4,3.6,6.5,0.556,0.1,0.2,0.429,3.5,6.3,0.559,0.562,1.4,2.2,0.667,2.0,3.5,5.5,0.9,0.3,0.1,1.5,3.1,8.7
