Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1974-75,22.0,TOT,NBA,SG,49.0,,16.4,1.5,3.6,0.415,0.7,1.3,0.581,0.4,1.0,1.4,2.0,0.5,0.2,2.7,3.7
1974-75,22.0,NYK,NBA,SG,5.0,,5.4,0.8,2.0,0.4,0.0,0.0,,0.4,0.0,0.4,0.6,0.0,0.0,1.0,1.6
1974-75,22.0,PHO,NBA,SG,44.0,,17.6,1.6,3.8,0.416,0.8,1.4,0.581,0.4,1.1,1.5,2.1,0.5,0.2,2.8,4.0
Career,,,NBA,,49.0,,16.4,1.5,3.6,0.415,0.7,1.3,0.581,0.4,1.0,1.4,2.0,0.5,0.2,2.7,3.7
,,,,,,,,,,,,,,,,,,,,,
1 season,,PHO,NBA,,44.0,,17.6,1.6,3.8,0.416,0.8,1.4,0.581,0.4,1.1,1.5,2.1,0.5,0.2,2.8,4.0
1 season,,NYK,NBA,,5.0,,5.4,0.8,2.0,0.4,0.0,0.0,,0.4,0.0,0.4,0.6,0.0,0.0,1.0,1.6
