Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,22.0,OAK,ABA,SG,71.0,,35.8,8.1,18.0,0.449,0.2,0.6,0.25,7.9,17.4,0.456,0.453,5.3,7.7,0.684,3.6,6.1,9.7,3.5,,,4.3,3.7,21.5
1969-70,23.0,WSA,ABA,SG,40.0,,37.8,8.6,19.2,0.445,0.5,1.6,0.306,8.1,17.7,0.458,0.458,5.3,7.3,0.717,2.9,7.6,10.4,4.3,,,5.1,3.6,22.8
1970-71,24.0,INA,ABA,SG,62.0,,25.6,3.7,8.9,0.41,0.8,2.6,0.288,2.9,6.3,0.46,0.452,2.9,3.8,0.761,1.0,3.8,4.8,3.5,,,3.1,3.3,11.0
1971-72,25.0,FLO,ABA,SG,81.0,,40.9,7.0,16.1,0.436,1.3,3.5,0.358,5.8,12.6,0.458,0.475,4.6,6.1,0.756,2.1,6.0,8.1,6.1,,,4.1,3.7,19.9
1972-73,26.0,DNR,ABA,PG,82.0,,33.4,5.4,11.9,0.453,0.4,1.7,0.257,4.9,10.2,0.486,0.471,5.9,7.3,0.805,1.6,3.6,5.2,6.6,2.1,,3.7,3.4,17.0
1973-74,27.0,DNR,ABA,SG,49.0,,34.9,5.2,13.4,0.391,0.9,2.5,0.366,4.3,10.9,0.397,0.425,4.5,5.6,0.803,1.7,3.3,5.0,7.3,2.0,0.2,4.0,3.4,15.9
1974-75,28.0,SDA,ABA,SG,62.0,,30.0,4.1,10.5,0.392,1.0,3.1,0.321,3.1,7.3,0.422,0.44,2.9,3.7,0.789,1.2,3.0,4.1,5.8,1.8,0.3,3.0,3.0,12.1
Career,,,ABA,,447.0,,34.1,6.0,13.8,0.431,0.7,2.3,0.319,5.2,11.6,0.453,0.457,4.5,6.0,0.756,2.0,4.7,6.7,5.3,2.0,0.3,3.8,3.5,17.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DNR,ABA,,131.0,,34.0,5.3,12.5,0.428,0.6,2.0,0.308,4.7,10.4,0.451,0.453,5.3,6.6,0.805,1.6,3.5,5.1,6.8,2.1,0.2,3.8,3.4,16.6
2 seasons,,"OAK,WSA",ABA,,111.0,,36.5,8.2,18.4,0.448,0.3,1.0,0.283,8.0,17.5,0.457,0.455,5.3,7.5,0.696,3.3,6.6,9.9,3.8,,,4.6,3.7,22.0
1 season,,FLO,ABA,,81.0,,40.9,7.0,16.1,0.436,1.3,3.5,0.358,5.8,12.6,0.458,0.475,4.6,6.1,0.756,2.1,6.0,8.1,6.1,,,4.1,3.7,19.9
1 season,,INA,ABA,,62.0,,25.6,3.7,8.9,0.41,0.8,2.6,0.288,2.9,6.3,0.46,0.452,2.9,3.8,0.761,1.0,3.8,4.8,3.5,,,3.1,3.3,11.0
1 season,,SDA,ABA,,62.0,,30.0,4.1,10.5,0.392,1.0,3.1,0.321,3.1,7.3,0.422,0.44,2.9,3.7,0.789,1.2,3.0,4.1,5.8,1.8,0.3,3.0,3.0,12.1
