Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1967-68,24.0,STL,NBA,F,8.0,,6.5,1.0,3.9,0.258,,,,1.0,3.9,0.258,0.258,0.5,0.9,0.571,,,0.9,0.1,,1.4,2.5,Jay Miller,6-5
1968-69,25.0,TOT,TOT,F,55.0,,14.0,2.7,6.7,0.407,0.0,0.0,,2.7,6.7,0.407,0.407,2.4,3.3,0.721,1.1,,2.1,0.5,1.3,1.9,7.8,Jay Miller,6-5
1969-70,26.0,INA,ABA,F,52.0,,8.0,1.4,3.2,0.449,0.0,0.0,0.0,1.4,3.2,0.452,0.449,0.8,1.1,0.719,0.8,0.7,1.5,0.3,0.5,1.4,3.7,Jay Miller,6-5
1970-71,27.0,INA,ABA,F,2.0,,4.5,2.0,2.5,0.8,0.0,0.0,,2.0,2.5,0.8,0.8,0.0,0.0,,1.5,0.0,1.5,0.5,0.5,0.5,4.0,Jay Miller,6-5
