Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1946-47,28.0,WSC,BAA,F-C,58.0,,,4.7,17.0,0.279,2.5,3.6,0.69,,1.2,2.8,12.0,Bones McKinney,6-6
1947-48,29.0,WSC,BAA,F-C,43.0,,,4.2,15.8,0.268,2.8,4.4,0.644,,0.8,4.1,11.3,Bones McKinney,6-6
1948-49,30.0,WSC,BAA,F-C,57.0,,,4.6,14.1,0.328,3.5,4.9,0.706,,2.0,3.8,12.7,Bones McKinney,6-6
1949-50,31.0,WSC,NBA,F-C,53.0,,,3.5,11.9,0.296,2.2,2.9,0.776,,1.7,3.5,9.3,Bones McKinney,6-6
1950-51,32.0,TOT,NBA,F-C,44.0,,,2.3,7.4,0.312,1.3,1.8,0.716,4.5,1.9,3.1,6.0,Bones McKinney,6-6
1951-52,33.0,BOS,NBA,F-C,63.0,,17.2,2.2,6.6,0.325,1.0,1.3,0.813,2.8,1.8,2.3,5.3,Bones McKinney,6-6
