Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1952-53,21.0,TOT,NBA,C-F,70.0,,28.8,3.9,11.2,0.35,2.7,4.1,0.652,9.6,1.6,3.6,10.5,Eddie Miller,6-8
1953-54,22.0,BLB,NBA,C-F,72.0,,23.0,3.4,8.3,0.407,3.2,4.4,0.729,7.5,1.3,2.7,10.0,Eddie Miller,6-8
