Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1967-68,25.0,DLC,ABA,G-F,58.0,,37.5,5.7,14.2,0.4,0.1,0.3,0.176,5.6,13.9,0.405,0.402,3.9,5.6,0.694,,,4.7,4.0,4.2,3.7,15.3,Maurice McHartley,6-3
1968-69,26.0,TOT,ABA,G-F,76.0,,28.3,5.1,12.7,0.405,0.1,0.4,0.222,5.1,12.3,0.411,0.409,3.5,4.4,0.795,0.9,1.9,2.8,3.5,3.5,3.3,13.8,Maurice McHartley,6-3
1969-70,27.0,TOT,ABA,G-F,55.0,,18.0,2.8,7.1,0.399,0.1,0.7,0.167,2.7,6.4,0.423,0.407,1.8,2.4,0.754,0.8,1.3,2.1,2.6,2.7,2.9,7.5,Maurice McHartley,6-3
