Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1967-68,22.0,KEN,ABA,F,75.0,,31.0,5.0,11.7,0.426,0.0,0.0,0.0,5.0,11.6,0.427,0.426,3.7,5.5,0.684,3.5,5.7,9.1,1.7,3.0,3.7,13.7,Randy Mahaffey,6-7
1968-69,23.0,TOT,ABA,F,79.0,,29.8,4.4,10.5,0.424,0.0,0.0,0.0,4.4,10.5,0.425,0.424,2.9,4.2,0.705,2.5,4.8,7.2,1.3,3.1,3.3,11.8,Randy Mahaffey,6-7
1969-70,24.0,CAR,ABA,F,84.0,,30.5,4.4,9.8,0.447,0.0,0.0,0.0,4.4,9.7,0.449,0.447,2.3,3.4,0.686,2.5,5.6,8.1,2.0,2.9,3.3,11.0,Randy Mahaffey,6-7
1970-71,25.0,CAR,ABA,F,83.0,,28.3,4.6,9.5,0.487,0.0,0.1,0.0,4.6,9.4,0.492,0.487,1.9,2.9,0.653,2.6,4.9,7.4,1.4,2.0,3.7,11.2,Randy Mahaffey,6-7
