Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1973-74,23.0,KCO,NBA,F-C,54.0,,9.6,2.0,4.1,0.482,1.8,2.6,0.707,1.1,1.6,2.7,0.4,0.6,0.1,,1.4,5.8,Larry McNeill,6-9
1974-75,24.0,KCO,NBA,F-C,80.0,,21.9,3.7,8.1,0.459,2.4,3.0,0.784,1.9,4.4,6.2,0.9,0.9,0.3,,2.9,9.8,Larry McNeill,6-9
1975-76,25.0,KCK,NBA,F-C,82.0,,19.7,3.6,7.4,0.484,2.5,3.3,0.758,1.9,4.3,6.2,0.9,0.6,0.4,,3.0,9.7,Larry McNeill,6-9
1976-77,26.0,TOT,NBA,F-C,24.0,,9.6,2.0,4.7,0.42,2.2,2.5,0.852,1.2,2.0,3.1,0.3,0.4,0.1,,1.3,6.1,Larry McNeill,6-9
1977-78,27.0,TOT,NBA,F-C,46.0,,20.4,3.5,7.7,0.455,3.2,3.8,0.829,1.7,2.7,4.4,1.0,0.4,0.2,1.5,2.5,10.2,Larry McNeill,6-9
1978-79,28.0,DET,NBA,F-C,11.0,,4.2,0.8,1.8,0.45,1.0,1.1,0.917,0.3,0.6,0.9,0.3,0.0,0.0,0.4,0.6,2.6,Larry McNeill,6-9
