Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1969-70,23.0,LAL,NBA,G,40.0,,21.5,3.3,8.7,0.378,1.1,1.5,0.717,2.1,2.3,1.8,7.7,Willie McCarter,6-3
1970-71,24.0,LAL,NBA,G,76.0,,18.0,3.3,7.8,0.417,0.6,1.0,0.597,1.6,1.7,2.0,7.1,Willie McCarter,6-3
1971-72,25.0,POR,NBA,G,39.0,,15.7,2.6,6.6,0.401,0.9,1.4,0.673,1.1,2.2,1.5,6.2,Willie McCarter,6-3
