Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,Player,Ht
1967-68,24.0,TOT,ABA,G,64.0,,15.9,2.3,6.3,0.371,0.2,0.8,0.241,2.1,5.5,0.391,0.387,0.8,1.0,0.766,,,1.7,2.1,,1.9,1.3,5.7,Jeff Congdon,6-1
1968-69,25.0,DNR,ABA,G,59.0,,16.6,1.8,4.7,0.386,0.1,0.5,0.161,1.7,4.2,0.415,0.395,1.2,1.4,0.812,0.2,1.3,1.6,2.3,,1.6,1.8,4.9,Jeff Congdon,6-1
1969-70,26.0,DNR,ABA,G,83.0,,29.7,3.6,9.3,0.386,0.8,2.1,0.354,2.8,7.2,0.395,0.426,1.8,2.3,0.786,0.6,2.2,2.8,5.4,,2.5,2.5,9.8,Jeff Congdon,6-1
1970-71,27.0,TOT,ABA,G,80.0,,19.5,2.2,6.1,0.366,0.2,1.1,0.205,2.0,5.0,0.401,0.384,1.0,1.2,0.823,0.5,1.3,1.8,3.2,,1.8,1.6,5.7,Jeff Congdon,6-1
1971-72,28.0,DLC,ABA,G,20.0,,13.1,1.5,4.3,0.349,0.2,0.4,0.429,1.4,4.0,0.342,0.366,0.9,1.0,0.85,0.4,0.9,1.3,1.8,,0.7,1.0,4.0,Jeff Congdon,6-1
