Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1949-50,32.0,SYR,NBA,G-F,56,,,2.6,7.7,0.332,5.1,6.2,0.829,,4.7,4.0,10.2,Al Cervi,5-11
1950-51,33.0,SYR,NBA,G-F,53,,,2.5,6.5,0.382,3.7,4.5,0.819,2.9,3.9,3.4,8.6,Al Cervi,5-11
1951-52,34.0,SYR,NBA,G-F,55,,15.5,1.8,5.1,0.354,4.0,4.5,0.883,1.6,2.7,3.2,7.6,Al Cervi,5-11
1952-53,35.0,SYR,NBA,G-F,38,,7.9,0.8,1.9,0.437,2.1,2.6,0.81,0.6,0.7,2.4,3.8,Al Cervi,5-11
