Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1976-77,21.0,BOS,NBA,F,25.0,,5.5,1.1,2.9,0.375,0.4,0.7,0.529,0.4,0.7,1.1,0.2,0.4,0.1,,1.1,2.5,Norm Cook,6-8
1977-78,22.0,DEN,NBA,F,2.0,,5.0,0.5,1.5,0.333,0.0,0.0,,0.5,1.0,1.5,0.5,0.0,0.0,0.0,2.0,1.0,Norm Cook,6-8
