Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,24.0,TOT,NBA,,15.0,,,1.5,5.7,0.256,1.3,2.3,0.559,,1.3,1.9,4.2
1949-50,24.0,DNN,NBA,,13.0,,,1.6,6.3,0.256,1.3,2.4,0.548,,1.5,2.1,4.5
1949-50,24.0,NYK,NBA,,2.0,,,0.5,2.0,0.25,1.0,1.5,0.667,,0.0,1.0,2.0
1950-51,25.0,WSC,NBA,,17.0,,,1.4,5.7,0.247,1.4,2.7,0.522,4.9,0.7,3.2,4.2
Career,,,NBA,,32.0,,,1.4,5.7,0.251,1.3,2.5,0.538,4.9,1.0,2.6,4.2
,,,,,,,,,,,,,,,,,
1 season,,WSC,NBA,,17.0,,,1.4,5.7,0.247,1.4,2.7,0.522,4.9,0.7,3.2,4.2
1 season,,DNN,NBA,,13.0,,,1.6,6.3,0.256,1.3,2.4,0.548,,1.5,2.1,4.5
1 season,,NYK,NBA,,2.0,,,0.5,2.0,0.25,1.0,1.5,0.667,,0.0,1.0,2.0
