Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,23.0,NYK,BAA,,60.0,,,2.9,9.7,0.3,1.7,2.7,0.644,,0.6,1.5,7.6
1947-48,24.0,NYK,BAA,,47.0,,,2.5,8.7,0.285,1.4,2.2,0.631,,0.4,1.2,6.4
1948-49,25.0,TOT,BAA,,57.0,,,2.8,9.2,0.305,1.6,2.6,0.617,,1.8,1.5,7.2
1948-49,25.0,NYK,BAA,,35.0,,,2.2,7.7,0.285,1.3,2.3,0.568,,1.5,1.5,5.7
1948-49,25.0,INJ,BAA,,22.0,,,3.8,11.6,0.325,2.1,3.1,0.676,,2.2,1.4,9.6
1949-50,26.0,BLB,NBA,,53.0,,,2.3,7.5,0.302,1.6,2.3,0.702,,1.7,1.4,6.2
1950-51,27.0,TOT,NBA,,47.0,,,1.7,5.7,0.303,1.2,1.8,0.655,1.5,1.5,1.7,4.6
1950-51,27.0,BLB,NBA,,16.0,,,2.2,6.3,0.35,1.3,1.8,0.714,1.7,1.3,1.8,5.6
1950-51,27.0,WSC,NBA,,12.0,,,1.1,5.4,0.2,1.2,2.3,0.519,0.9,1.3,1.7,3.3
1950-51,27.0,TRI,NBA,,19.0,,,1.7,5.4,0.324,1.1,1.5,0.724,1.7,1.7,1.7,4.6
Career,,,TOT,,264.0,,,2.5,8.3,0.299,1.5,2.3,0.648,1.5,1.2,1.5,6.5
,,,BAA,,164.0,,,2.8,9.3,0.298,1.6,2.5,0.631,,0.9,1.4,7.1
,,,NBA,,100.0,,,2.0,6.6,0.303,1.4,2.1,0.683,1.5,1.6,1.6,5.4
,,,,,,,,,,,,,,,,,
3 seasons,,NYK,BAA,,142.0,,,2.6,8.9,0.292,1.5,2.4,0.622,,0.7,1.4,6.7
2 seasons,,BLB,NBA,,69.0,,,2.2,7.2,0.312,1.6,2.2,0.704,1.7,1.6,1.5,6.0
1 season,,INJ,BAA,,22.0,,,3.8,11.6,0.325,2.1,3.1,0.676,,2.2,1.4,9.6
1 season,,TRI,NBA,,19.0,,,1.7,5.4,0.324,1.1,1.5,0.724,1.7,1.7,1.7,4.6
1 season,,WSC,NBA,,12.0,,,1.1,5.4,0.2,1.2,2.3,0.519,0.9,1.3,1.7,3.3
