Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,21.0,CHS,NBA,,46,,,0.8,2.9,0.269,0.3,0.8,0.395,,0.8,1.1,1.9
Career,,,NBA,,46,,,0.8,2.9,0.269,0.3,0.8,0.395,,0.8,1.1,1.9
