Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1951-52,28.0,BLB,NBA,PF,62.0,,32.5,4.4,13.0,0.338,3.8,5.5,0.691,9.7,2.2,3.7,12.6
1952-53,29.0,BLB,NBA,PF,65.0,,35.4,4.9,12.8,0.387,4.0,6.2,0.641,9.2,2.6,4.2,13.8
1953-54,30.0,BOS,NBA,PF,63.0,,21.6,2.5,6.6,0.376,2.4,3.6,0.662,5.5,1.9,3.4,7.3
1954-55,31.0,BOS,NBA,SF,72.0,,24.9,3.7,9.7,0.382,3.1,4.7,0.651,7.6,1.8,3.1,10.5
Career,,,NBA,,262.0,,28.5,3.9,10.5,0.37,3.3,5.0,0.66,8.0,2.1,3.6,11.0
,,,,,,,,,,,,,,,,,
2 seasons,,BOS,NBA,,135.0,,23.3,3.1,8.3,0.38,2.7,4.2,0.655,6.6,1.8,3.2,9.0
2 seasons,,BLB,NBA,,127.0,,34.0,4.7,12.9,0.363,3.9,5.9,0.664,9.4,2.4,4.0,13.2
