Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984-85,22.0,GSW,NBA,SG,47,0,8.9,1.5,4.0,.383,0.0,0.0,.000,1.5,4.0,.385,.383,1.1,1.6,.688,0.2,0.4,0.6,0.4,0.4,0.1,0.7,1.6,4.2
1985-86,23.0,Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA)
1986-87,24.0,Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL)
1987-88,25.0,LAC,NBA,SG,19,0,16.4,3.3,7.3,.449,0.0,0.2,.000,3.3,7.1,.463,.449,2.5,3.6,.681,0.3,1.1,1.4,2.0,0.5,0.3,2.1,2.9,9.0
1988-89,26.0,Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France)
1989-90,27.0,Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA)
1990-91,28.0,Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA)
1991-92,29.0,PHO,NBA,SG,31,2,11.5,2.4,5.2,.463,0.0,0.2,.167,2.4,5.0,.474,.466,1.2,1.7,.704,0.3,0.8,1.1,1.9,0.5,0.1,1.1,1.9,6.0
1992-93,30.0,WSB,NBA,SG,4,0,8.8,2.5,6.5,.385,0.3,0.8,.333,2.3,5.8,.391,.404,2.0,2.5,.800,0.5,0.3,0.8,1.5,0.5,0.0,1.0,1.3,7.3
Career,,,NBA,,101,2,11.1,2.2,5.1,.426,0.0,0.1,.143,2.1,4.9,.434,.428,1.4,2.1,.695,0.3,0.6,0.9,1.2,0.5,0.1,1.1,1.9,5.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,GSW,NBA,,47,0,8.9,1.5,4.0,.383,0.0,0.0,.000,1.5,4.0,.385,.383,1.1,1.6,.688,0.2,0.4,0.6,0.4,0.4,0.1,0.7,1.6,4.2
1 season,,PHO,NBA,,31,2,11.5,2.4,5.2,.463,0.0,0.2,.167,2.4,5.0,.474,.466,1.2,1.7,.704,0.3,0.8,1.1,1.9,0.5,0.1,1.1,1.9,6.0
1 season,,LAC,NBA,,19,0,16.4,3.3,7.3,.449,0.0,0.2,.000,3.3,7.1,.463,.449,2.5,3.6,.681,0.3,1.1,1.4,2.0,0.5,0.3,2.1,2.9,9.0
1 season,,WSB,NBA,,4,0,8.8,2.5,6.5,.385,0.3,0.8,.333,2.3,5.8,.391,.404,2.0,2.5,.800,0.5,0.3,0.8,1.5,0.5,0.0,1.0,1.3,7.3
