Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,33.0,TOT,BAA,,48.0,,,3.6,13.3,0.272,3.3,4.8,0.699,,0.8,2.4,10.6
1947-48,33.0,BLB,BAA,,34.0,,,3.8,13.9,0.272,3.6,5.1,0.715,,0.7,2.3,11.1
1947-48,33.0,BOS,BAA,,14.0,,,3.3,12.1,0.272,2.6,4.1,0.649,,1.0,2.6,9.2
1948-49,34.0,TOT,BAA,,45.0,,,0.8,4.0,0.193,1.2,1.6,0.757,,0.7,1.2,2.8
1948-49,34.0,MNL,BAA,,24.0,,,0.5,3.8,0.141,1.2,1.7,0.725,,0.6,0.9,2.3
1948-49,34.0,CHS,BAA,,21.0,,,1.0,4.2,0.247,1.3,1.6,0.794,,0.8,1.5,3.4
Career,,,BAA,,93.0,,,2.2,8.8,0.255,2.3,3.3,0.713,,0.8,1.8,6.8
,,,,,,,,,,,,,,,,,
1 season,,BLB,BAA,,34.0,,,3.8,13.9,0.272,3.6,5.1,0.715,,0.7,2.3,11.1
1 season,,MNL,BAA,,24.0,,,0.5,3.8,0.141,1.2,1.7,0.725,,0.6,0.9,2.3
1 season,,CHS,BAA,,21.0,,,1.0,4.2,0.247,1.3,1.6,0.794,,0.8,1.5,3.4
1 season,,BOS,BAA,,14.0,,,3.3,12.1,0.272,2.6,4.1,0.649,,1.0,2.6,9.2
