Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1974-75,24.0,CHI,NBA,SG,39,,6.5,0.9,2.4,.372,0.4,0.5,.833,0.4,0.6,1.0,0.6,0.3,0.2,1.1,2.2
1975-76,25.0,CHI,NBA,SG,76,,20.9,2.9,7.3,.397,1.4,1.8,.750,0.9,1.5,2.3,2.1,0.8,0.1,2.4,7.1
1976-77,26.0,Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back)
Career,,,NBA,,115,,16.0,2.2,5.6,.394,1.0,1.4,.759,0.7,1.2,1.9,1.6,0.6,0.1,2.0,5.5
