Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,25.0,CIN,NBA,SG,71,,31.7,4.1,10.9,0.381,1.9,2.8,0.704,6.5,2.9,3.0,10.2
1959-60,26.0,CIN,NBA,SG,75,,28.0,4.3,10.8,0.398,1.9,2.6,0.747,5.1,3.4,3.3,10.5
1960-61,27.0,CIN,NBA,SG,79,,33.8,5.3,13.4,0.397,1.9,2.6,0.731,5.5,4.3,3.6,12.6
1961-62,28.0,CIN,NBA,SG,80,,38.3,6.6,15.4,0.43,2.5,3.1,0.789,4.7,4.6,3.5,15.8
1962-63,29.0,CIN,NBA,SG,80,,32.7,4.7,11.9,0.393,2.3,3.0,0.756,4.0,3.3,3.3,11.7
1963-64,30.0,CIN,NBA,SG,70,,23.9,3.5,8.4,0.412,1.4,1.8,0.762,2.9,2.5,3.2,8.3
1964-65,31.0,CIN,NBA,SG,19,,22.3,3.2,8.3,0.382,1.5,2.1,0.718,2.9,2.4,2.7,7.8
Career,,,NBA,,474,,31.2,4.7,11.8,0.403,2.0,2.6,0.748,4.7,3.5,3.3,11.5
