Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,22.0,TOT,ABA,C,76.0,,21.3,3.3,7.4,0.436,0.0,0.1,0.0,3.3,7.4,0.44,0.436,2.0,3.1,0.651,3.6,4.8,8.3,1.4,,,1.8,3.2,8.5
1968-69,22.0,INA,ABA,C,24.0,,19.0,3.1,6.8,0.46,0.0,0.1,0.0,3.1,6.7,0.466,0.46,2.0,2.8,0.691,3.3,4.3,7.5,1.2,,,2.0,2.8,8.2
1968-69,22.0,MNP,ABA,C,52.0,,22.3,3.3,7.8,0.427,0.0,0.0,0.0,3.3,7.7,0.429,0.427,2.0,3.2,0.635,3.7,5.0,8.7,1.5,,,1.7,3.4,8.7
1969-70,23.0,PTP,ABA,C,78.0,,34.6,6.4,12.9,0.496,0.0,0.0,,6.4,12.9,0.496,0.496,3.4,4.6,0.756,4.7,8.8,13.5,3.4,,,3.1,3.9,16.2
1970-71,24.0,PTC,ABA,C,83.0,,33.0,5.1,9.9,0.509,0.0,0.0,,5.1,9.9,0.509,0.509,2.8,3.7,0.768,5.2,9.4,14.6,3.2,,,2.9,4.0,13.0
1971-72,25.0,PTC,ABA,C,82.0,,31.9,4.7,8.7,0.54,0.0,0.0,,4.7,8.7,0.54,0.54,2.0,2.8,0.73,4.4,7.8,12.1,3.9,,,2.9,3.8,11.4
1972-73,26.0,CAR,ABA,C,15.0,,28.7,3.9,7.9,0.496,0.0,0.0,,3.9,7.9,0.496,0.496,2.2,2.7,0.805,2.9,5.2,8.1,2.7,,,1.8,3.2,10.1
1973-74,27.0,CAR,ABA,C,3.0,,4.7,1.0,2.7,0.375,0.0,0.0,,1.0,2.7,0.375,0.375,0.0,0.0,,1.0,0.7,1.7,0.0,0.0,0.0,0.3,0.7,2.0
Career,,,ABA,,337.0,,30.0,4.8,9.6,0.498,0.0,0.0,0.0,4.8,9.6,0.499,0.498,2.5,3.5,0.735,4.4,7.5,11.9,3.0,0.0,0.0,2.6,3.7,12.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,"MNP,PTP,PTC",ABA,,295.0,,31.2,5.0,10.0,0.501,0.0,0.0,0.0,5.0,10.0,0.501,0.501,2.6,3.6,0.735,4.6,8.0,12.6,3.2,,,2.7,3.8,12.6
1 season,,INA,ABA,,24.0,,19.0,3.1,6.8,0.46,0.0,0.1,0.0,3.1,6.7,0.466,0.46,2.0,2.8,0.691,3.3,4.3,7.5,1.2,,,2.0,2.8,8.2
2 seasons,,CAR,ABA,,18.0,,24.7,3.4,7.1,0.488,0.0,0.0,,3.4,7.1,0.488,0.488,1.8,2.3,0.805,2.6,4.4,7.1,2.3,0.0,0.0,1.6,2.8,8.7
