Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,22.0,BOS,NBA,,64,,,2.7,7.9,0.343,3.5,4.9,0.706,,2.0,2.6,8.9
1950-51,23.0,BOS,NBA,,57,,,2.1,6.5,0.322,2.5,3.3,0.741,2.1,1.7,2.5,6.6
Career,,,NBA,,121,,,2.4,7.2,0.334,3.0,4.2,0.719,2.1,1.9,2.6,7.8
