Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,22.0,TOT,ABA,"PG,SG",82.0,,26.4,3.9,10.6,0.367,0.1,0.5,0.154,3.8,10.2,0.376,0.37,3.0,3.8,0.805,,,2.1,3.7,2.7,2.5,10.9
1967-68,22.0,PTP,ABA,SG,23.0,,19.4,3.6,9.0,0.401,0.1,0.3,0.333,3.5,8.7,0.403,0.406,2.3,2.6,0.867,,,1.7,2.3,2.4,1.9,9.6
1967-68,22.0,NJA,ABA,PG,24.0,,29.5,4.1,12.0,0.341,0.0,0.3,0.0,4.1,11.7,0.35,0.341,3.2,4.0,0.802,,,3.0,3.9,2.6,2.8,11.4
1967-68,22.0,OAK,ABA,PG,35.0,,29.0,4.0,10.8,0.367,0.1,0.7,0.154,3.9,10.1,0.382,0.372,3.4,4.3,0.783,,,1.7,4.5,3.1,2.7,11.5
Career,,,ABA,,82.0,,26.4,3.9,10.6,0.367,0.1,0.5,0.154,3.8,10.2,0.376,0.37,3.0,3.8,0.805,,,2.1,3.7,2.7,2.5,10.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,OAK,ABA,,35.0,,29.0,4.0,10.8,0.367,0.1,0.7,0.154,3.9,10.1,0.382,0.372,3.4,4.3,0.783,,,1.7,4.5,3.1,2.7,11.5
1 season,,NJA,ABA,,24.0,,29.5,4.1,12.0,0.341,0.0,0.3,0.0,4.1,11.7,0.35,0.341,3.2,4.0,0.802,,,3.0,3.9,2.6,2.8,11.4
1 season,,PTP,ABA,,23.0,,19.4,3.6,9.0,0.401,0.1,0.3,0.333,3.5,8.7,0.403,0.406,2.3,2.6,0.867,,,1.7,2.3,2.4,1.9,9.6
