Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,22.0,OAK,ABA,PG,76,,23.0,4.5,9.1,0.488,0.0,0.1,0.25,4.4,9.1,0.49,0.489,3.5,5.0,0.702,1.4,2.4,3.8,2.4,2.5,3.0,12.5
1969-70,23.0,WSA,ABA,SG,32,,20.6,3.4,8.4,0.409,0.0,0.1,0.0,3.4,8.3,0.414,0.409,2.8,4.0,0.717,1.3,1.5,2.8,1.8,2.0,2.9,9.7
Career,,,ABA,,108,,22.3,4.2,8.9,0.466,0.0,0.1,0.143,4.1,8.9,0.469,0.467,3.3,4.7,0.705,1.3,2.1,3.5,2.3,2.3,3.0,11.6
