Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,26.0,STB,BAA,,61.0,,,4.8,17.1,0.278,3.1,4.2,0.748,,1.3,2.2,12.6
1947-48,27.0,STB,BAA,,48.0,,,4.6,15.3,0.301,4.2,5.7,0.743,,1.3,2.9,13.4
1948-49,28.0,STB,BAA,,57.0,,,4.9,14.3,0.346,4.2,5.3,0.791,,4.8,3.4,14.1
1949-50,29.0,STB,NBA,,62.0,,,4.0,12.2,0.331,4.1,5.2,0.783,,3.9,3.3,12.2
1950-51,30.0,TRI,NBA,,30.0,,,2.8,9.0,0.312,2.1,2.8,0.75,4.5,4.0,2.3,7.7
Career,,,TOT,,258.0,,,4.4,14.0,0.312,3.7,4.8,0.767,4.5,3.0,2.9,12.4
,,,BAA,,166.0,,,4.8,15.6,0.306,3.8,5.0,0.762,,2.5,2.8,13.4
,,,NBA,,92.0,,,3.6,11.2,0.326,3.4,4.4,0.776,4.5,3.9,3.0,10.7
,,,,,,,,,,,,,,,,,
4 seasons,,STB,BAA,,228.0,,,4.6,14.7,0.311,3.9,5.0,0.768,,2.9,3.0,13.0
1 season,,TRI,NBA,,30.0,,,2.8,9.0,0.312,2.1,2.8,0.75,4.5,4.0,2.3,7.7
