Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,22.0,SDR,NBA,SG,73,,18.9,3.0,6.6,.456,1.8,2.3,.772,,,3.2,1.4,,,2.4,7.8
1969-70,23.0,SDR,NBA,PG,82,,30.1,5.5,12.5,.443,3.4,4.4,.770,,,3.1,3.5,,,2.9,14.5
1970-71,24.0,SDR,NBA,SG,82,,37.8,7.1,15.9,.448,6.3,7.9,.806,,,5.0,4.2,,,2.8,20.6
1971-72,25.0,HOU,NBA,SG,81,,38.2,6.9,15.8,.435,4.8,5.7,.838,,,4.3,4.2,,,2.6,18.5
1972-73,26.0,DET,NBA,SG,51,,31.4,3.6,8.9,.407,2.4,2.9,.800,,,3.4,2.7,,,2.3,9.6
1973-74,27.0,DET,NBA,SG,50,,19.6,3.1,7.2,.427,2.8,3.3,.848,0.7,1.6,2.3,1.9,0.8,0.1,1.6,8.9
1974-75,28.0,TOT,NBA,SG,75,,23.8,3.0,7.5,.406,2.6,3.1,.838,1.2,1.4,2.6,2.5,0.7,0.2,2.2,8.6
1974-75,28.0,NOJ,NBA,SG,19,,18.6,2.1,6.1,.339,2.5,2.8,.887,0.4,0.9,1.3,1.6,0.6,0.1,1.5,6.6
1974-75,28.0,LAL,NBA,SG,56,,25.5,3.4,8.0,.424,2.6,3.1,.824,1.4,1.6,3.0,2.8,0.8,0.2,2.4,9.3
1975-76,29.0,LAL,NBA,PG,53,,16.1,1.6,3.8,.417,1.5,1.7,.899,0.5,1.3,1.9,1.4,0.5,0.1,2.0,4.7
1976-77,30.0,Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back),Did Not Play (injury—back)
Career,,,NBA,,547,,27.9,4.5,10.4,.435,3.4,4.1,.814,0.8,1.4,3.3,2.9,0.7,0.1,2.4,12.4
,,,,,,,,,,,,,,,,,,,,,
4 seasons,,"SDR,HOU",NBA,,318,,31.6,5.7,12.9,.444,4.1,5.1,.804,,,3.9,3.4,,,2.7,15.6
2 seasons,,LAL,NBA,,109,,20.9,2.5,6.0,.422,2.1,2.4,.849,1.0,1.5,2.5,2.1,0.7,0.1,2.2,7.1
2 seasons,,DET,NBA,,101,,25.6,3.4,8.1,.415,2.6,3.1,.825,0.7,1.6,2.8,2.3,0.8,0.1,1.9,9.3
1 season,,NOJ,NBA,,19,,18.6,2.1,6.1,.339,2.5,2.8,.887,0.4,0.9,1.3,1.6,0.6,0.1,1.5,6.6
