Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1967-68,22.0,SFW,NBA,SG,41.0,,8.3,1.4,3.7,0.391,1.5,1.9,0.772,1.4,1.0,1.0,4.4
1968-69,23.0,SFW,NBA,SG,62.0,,12.2,1.8,4.7,0.39,1.3,1.8,0.735,1.8,1.2,1.9,5.0
1969-70,24.0,SFW,NBA,SG,73.0,,18.5,2.9,7.6,0.382,1.4,2.1,0.658,2.2,2.7,2.3,7.2
1970-71,25.0,CLE,NBA,SG,79.0,,23.4,2.3,6.1,0.37,1.4,1.9,0.717,2.6,3.1,2.2,5.9
Career,,,NBA,,255.0,,16.9,2.2,5.8,0.381,1.4,1.9,0.712,2.1,2.2,2.0,5.8
,,,,,,,,,,,,,,,,,
3 seasons,,SFW,NBA,,176.0,,13.9,2.2,5.7,0.386,1.4,2.0,0.709,1.9,1.8,1.9,5.8
1 season,,CLE,NBA,,79.0,,23.4,2.3,6.1,0.37,1.4,1.9,0.717,2.6,3.1,2.2,5.9
