Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1972-73,23.0,MIL,NBA,SF,46.0,,6.0,1.1,2.8,0.386,0.7,0.9,0.744,,,0.9,0.8,,,0.8,2.8
1973-74,24.0,MIL,NBA,SF,36.0,,4.6,1.1,2.6,0.404,0.3,0.4,0.688,0.4,0.7,1.1,0.6,0.3,0.0,0.8,2.4
1974-75,25.0,NOJ,NBA,SF,15.0,,9.3,1.9,5.1,0.382,0.5,0.9,0.5,1.0,1.1,2.1,0.5,0.7,0.2,1.1,4.3
Career,,,NBA,,97.0,,6.0,1.2,3.1,0.391,0.5,0.8,0.685,0.6,0.8,1.2,0.7,0.4,0.1,0.8,2.9
,,,,,,,,,,,,,,,,,,,,,
2 seasons,,MIL,NBA,,82.0,,5.4,1.1,2.7,0.394,0.5,0.7,0.729,0.4,0.7,1.0,0.7,0.3,0.0,0.8,2.6
1 season,,NOJ,NBA,,15.0,,9.3,1.9,5.1,0.382,0.5,0.9,0.5,1.0,1.1,2.1,0.5,0.7,0.2,1.1,4.3
