Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1968-69,22.0,BAL,NBA,G,64.0,,14.3,1.2,3.8,0.309,,,,1.2,3.8,0.309,0.309,0.5,0.9,0.483,,,2.5,0.8,,2.4,2.8,Barry Orms,6-3
1969-70,23.0,TOT,ABA,G,77.0,,27.2,3.5,9.0,0.391,0.1,0.3,0.192,3.5,8.7,0.399,0.395,2.0,3.6,0.551,1.8,2.7,4.5,1.7,1.9,2.8,9.1,Barry Orms,6-3
